timestamp,day_of_week,dew_temperature_ma_24H,air_temperature,wind_speed_ma_24H,precip_depth_1_hr_ma_24H,sea_level_pressure_shift_10H,meter_reading_trend
2016-01-06 07:00:00,2,-7.725000000000004,-2.8,5.2583333333333355,0.0,1020.5,106.33947916666666
2016-01-06 08:00:00,2,-7.587500000000003,-2.8,5.150000000000001,0.0,1020.4,106.21560416666667
2016-01-06 09:00:00,2,-7.541666666666669,-4.4,5.020833333333335,0.0,1020.1,106.11162499999999
2016-01-06 10:00:00,2,-7.516666666666668,-4.4,4.937500000000001,0.0,1020.4,106.10012499999999
2016-01-06 11:00:00,2,-7.516666666666668,-5.0,4.7458333333333345,0.0,1020.5,106.22395833333334
2016-01-06 12:00:00,2,-7.491666666666667,-5.0,4.6375,0.0,1020.8,106.38329166666665
2016-01-06 13:00:00,2,-7.425,-4.4,4.466666666666667,0.0,1020.6,106.48249999999999
2016-01-06 14:00:00,2,-7.308333333333333,-3.9,4.295833333333333,0.0,1020.4,106.5591875
2016-01-06 15:00:00,2,-7.1916666666666655,-2.8,4.166666666666666,0.0,1020.3,106.58904166666666
2016-01-06 16:00:00,2,-7.099999999999998,-2.8,4.037499999999999,0.0,1019.9,106.59822916666667
2016-01-06 17:00:00,2,-6.983333333333331,-1.7,3.9291666666666654,0.0,1019.5,106.69022916666665
2016-01-06 18:00:00,2,-6.866666666666664,-1.1,3.7999999999999985,0.0,1019.3,106.7986875
2016-01-06 19:00:00,2,-6.749999999999997,-0.6,3.6291666666666647,0.0,1019.4,106.8636875
2016-01-06 20:00:00,2,-6.612499999999998,0.0,3.437499999999998,0.0,1019.2,106.96870833333332
2016-01-06 21:00:00,2,-6.474999999999999,0.0,3.374999999999998,0.0,1019.0,107.07172916666667
2016-01-06 22:00:00,2,-6.3125,0.0,3.3541666666666643,0.0,1019.1,107.1766875
2016-01-06 23:00:00,2,-6.104166666666667,-0.6,3.266666666666664,-0.041666666666666664,1019.2,107.21245833333333
2016-01-07 00:00:00,3,-5.870833333333333,-0.6,3.3083333333333305,0.08333333333333333,1019.0,107.04735416666668
2016-01-07 01:00:00,3,-5.6166666666666645,-0.6,3.3083333333333305,0.2916666666666667,1019.3,106.81616666666666
2016-01-07 02:00:00,3,-5.387499999999998,-0.6,3.266666666666664,0.4166666666666667,1019.7,106.55781250000001
2016-01-07 03:00:00,3,-5.1583333333333306,-0.6,3.204166666666664,0.5416666666666666,1019.7,106.20522916666667
2016-01-07 04:00:00,3,-4.924999999999998,-0.6,3.2458333333333305,0.5,1018.9,105.98454166666667
2016-01-07 05:00:00,3,-4.716666666666664,-0.6,3.266666666666664,0.4583333333333333,1018.3,105.80872916666667
2016-01-07 06:00:00,3,-4.529166666666664,-0.6,3.2458333333333305,0.4583333333333333,1017.7,105.61541666666668
2016-01-07 07:00:00,3,-4.3666666666666645,-0.6,3.2249999999999974,0.4583333333333333,1017.5,105.84366666666668
2016-01-07 08:00:00,3,-4.204166666666665,-0.6,3.1833333333333305,0.4166666666666667,1017.3,106.3021875
2016-01-07 09:00:00,3,-3.995833333333332,-0.6,3.1624999999999974,0.4166666666666667,1017.7,106.45827083333333
2016-01-07 10:00:00,3,-3.7874999999999983,-0.6,3.1833333333333305,0.375,1017.8,106.41383333333333
2016-01-07 11:00:00,3,-3.5791666666666653,-0.6,3.204166666666664,0.3333333333333333,1017.9,106.428125
2016-01-07 12:00:00,3,-3.370833333333332,-0.6,3.204166666666664,0.3333333333333333,1018.1,106.4814375
2016-01-07 13:00:00,3,-3.183333333333332,-0.6,3.204166666666664,0.3333333333333333,1017.9,106.48675
2016-01-07 14:00:00,3,-3.020833333333332,-0.6,3.2249999999999974,0.3333333333333333,1017.5,106.42552083333332
2016-01-07 15:00:00,3,-2.837499999999999,-0.6,3.204166666666664,0.3333333333333333,1017.6,106.35658333333333
2016-01-07 16:00:00,3,-2.654166666666666,-0.6,3.1624999999999974,0.2916666666666667,1017.3,106.34229166666665
2016-01-07 17:00:00,3,-2.491666666666666,0.0,3.141666666666664,0.25,1016.9,106.30279166666666
2016-01-07 18:00:00,3,-2.329166666666666,0.6,3.079166666666664,0.25,1016.6,106.19927083333333
2016-01-07 19:00:00,3,-2.191666666666666,0.6,3.0374999999999974,0.25,1016.6,106.14585416666665
2016-01-07 20:00:00,3,-2.0749999999999997,0.6,3.016666666666664,0.25,1016.3,106.11337499999999
2016-01-07 21:00:00,3,-1.958333333333333,0.6,2.9958333333333305,0.25,1015.9,106.02674999999999
2016-01-07 22:00:00,3,-1.8666666666666665,0.6,2.9333333333333305,0.25,1015.9,105.85683333333333
2016-01-07 23:00:00,3,-1.7958333333333334,0.6,2.891666666666664,0.2916666666666667,1015.9,105.60266666666666
2016-01-08 00:00:00,4,-1.75,1.1,2.829166666666664,0.16666666666666666,1015.9,105.35789583333334
2016-01-08 01:00:00,4,-1.7041666666666666,0.6,2.7874999999999974,-0.041666666666666664,1016.6,105.28191666666665
2016-01-08 02:00:00,4,-1.6791666666666665,0.6,2.741666666666664,-0.16666666666666666,1016.4,105.38227083333334
2016-01-08 03:00:00,4,-1.6541666666666666,1.1,2.720833333333331,-0.3333333333333333,1016.4,105.63822916666666
2016-01-08 04:00:00,4,-1.6083333333333332,0.6,2.6999999999999975,-0.3333333333333333,1015.5,105.83133333333333
2016-01-08 05:00:00,4,-1.5416666666666663,0.6,2.637499999999997,-0.16666666666666666,1014.5,105.95020833333334
2016-01-08 06:00:00,4,-1.4749999999999996,0.6,2.57083333333333,0.16666666666666666,1014.0,106.11552083333333
2016-01-08 07:00:00,4,-1.408333333333333,0.6,2.524999999999997,0.375,1014.0,105.75866666666666
2016-01-08 08:00:00,4,-1.3416666666666661,0.0,2.5041666666666633,0.625,1014.3,104.98527083333333
2016-01-08 09:00:00,4,-1.2749999999999997,0.0,2.5041666666666633,0.75,1014.3,104.40622916666666
2016-01-08 10:00:00,4,-1.208333333333333,0.0,2.462499999999997,0.9166666666666666,1014.0,104.00885416666665
2016-01-08 11:00:00,4,-1.1624999999999999,0.0,2.4833333333333303,1.0833333333333333,1014.0,103.66041666666666
2016-01-08 13:00:00,4,-1.0708333333333333,0.0,2.4833333333333303,1.0,1013.3,103.070625
2016-01-08 14:00:00,4,-1.05,0.0,2.5666666666666633,1.0,1013.1,102.99420833333332
2016-01-08 15:00:00,4,-1.05,0.0,2.60833333333333,1.0,1012.6,103.02645833333332
2016-01-08 16:00:00,4,-1.0250000000000001,0.6,2.6708333333333303,1.0416666666666667,1012.2,103.0040625
2016-01-08 17:00:00,4,-1.0250000000000001,0.6,2.7333333333333303,1.0833333333333333,1011.5,102.95977083333332
2016-01-08 18:00:00,4,-1.0250000000000001,0.6,2.837499999999997,1.0416666666666667,1011.1,102.9416875
2016-01-08 19:00:00,4,-1.0250000000000001,0.6,2.9416666666666633,1.0,1011.0,102.5156875
2016-01-08 20:00:00,4,-1.0250000000000001,1.1,2.9833333333333303,0.9583333333333334,1010.6,101.45356249999999
2016-01-08 21:00:00,4,-1.0250000000000001,1.1,2.9833333333333303,1.0833333333333333,1010.3,100.26718749999999
2016-01-08 22:00:00,4,-1.05,0.6,3.1333333333333306,1.0416666666666667,1010.1,99.25981250000001
2016-01-08 23:00:00,4,-1.0958333333333332,0.0,3.1958333333333306,1.0,1010.4,98.3061875
2016-01-09 00:00:00,5,-1.1666666666666665,-0.6,3.3249999999999975,0.9583333333333334,1010.1,97.39439583333333
2016-01-09 01:00:00,5,-1.3041666666666665,-1.7,3.4958333333333313,0.9166666666666666,1010.5,96.58935416666665
2016-01-09 02:00:00,5,-1.4666666666666666,-2.2,3.712499999999998,0.875,1010.5,95.91702083333332
2016-01-09 03:00:00,5,-1.6541666666666666,-3.3,3.8833333333333315,0.875,1010.6,95.05775
2016-01-09 04:00:00,5,-1.8624999999999998,-3.9,4.033333333333332,0.875,1009.8,93.69283333333334
2016-01-09 05:00:00,5,-2.0916666666666663,-3.9,4.224999999999999,0.7083333333333334,1009.5,92.116125
2016-01-09 06:00:00,5,-2.4125,-5.6,4.4833333333333325,0.375,1009.3,90.64541666666666
2016-01-09 07:00:00,5,-2.779166666666667,-6.7,4.679166666666666,0.16666666666666666,1009.6,89.54102083333333
2016-01-09 08:00:00,5,-3.241666666666667,-8.9,4.979166666666666,-0.041666666666666664,1009.8,88.8899375
2016-01-09 09:00:00,5,-3.7500000000000004,-10.0,5.191666666666666,-0.16666666666666666,1010.6,88.46120833333333
2016-01-09 10:00:00,5,-4.325000000000001,-11.1,5.383333333333333,-0.2916666666666667,1011.2,88.04427083333331
2016-01-09 11:00:00,5,-4.929166666666668,-12.8,5.574999999999999,-0.4583333333333333,1011.7,87.74916666666667
2016-01-09 12:00:00,5,-5.579166666666668,-13.3,5.808333333333333,-0.4166666666666667,1012.2,87.66191666666666
2016-01-09 13:00:00,5,-6.229166666666668,-13.9,5.870833333333333,-0.375,1012.6,87.66270833333333
2016-01-09 14:00:00,5,-6.900000000000002,-14.4,5.916666666666665,-0.375,1012.8,87.66
2016-01-09 15:00:00,5,-7.5916666666666694,-15.0,5.983333333333332,-0.375,1013.3,87.61385416666667
2016-01-09 16:00:00,5,-8.308333333333337,-15.0,6.133333333333332,-0.375,1014.1,87.5894375
2016-01-09 17:00:00,5,-9.004166666666672,-13.9,6.3041666666666645,-0.4166666666666667,1014.6,87.55579166666666
2016-01-09 18:00:00,5,-9.700000000000005,-13.9,6.391666666666665,-0.4166666666666667,1015.1,87.51914583333333
2016-01-09 19:00:00,5,-10.416666666666673,-15.0,6.541666666666664,-0.4166666666666667,1015.9,87.40297916666667
2016-01-09 20:00:00,5,-11.179166666666672,-15.6,6.712499999999998,-0.4166666666666667,1016.1,87.1430625
2016-01-09 21:00:00,5,-11.991666666666672,-15.0,6.841666666666664,-0.5833333333333334,1016.7,86.56458333333333
2016-01-09 22:00:00,5,-12.800000000000006,-16.1,6.904166666666664,-0.5416666666666666,1017.7,85.73456249999998
2016-01-09 23:00:00,5,-13.612500000000006,-16.7,6.9708333333333306,-0.5,1018.8,84.93787499999999
2016-01-10 00:00:00,6,-14.400000000000006,-16.7,7.054166666666664,-0.4583333333333333,1020.2,84.16604166666666
2016-01-10 01:00:00,6,-15.166666666666673,-17.2,7.0333333333333306,-0.4166666666666667,1020.7,83.29683333333332
2016-01-10 02:00:00,6,-15.929166666666674,-18.3,7.012499999999997,-0.375,1020.5,82.1559375
2016-01-10 03:00:00,6,-16.712500000000006,-18.9,6.991666666666664,-0.3333333333333333,1020.9,80.9788125
2016-01-10 04:00:00,6,-17.500000000000004,-20.0,7.012499999999997,-0.2916666666666667,1020.6,80.2065
2016-01-10 05:00:00,6,-18.312500000000004,-20.6,6.9708333333333306,-0.25,1020.3,79.809375
2016-01-10 06:00:00,6,-19.05416666666667,-21.1,6.929166666666664,-0.25,1020.3,79.5989375
2016-01-10 07:00:00,6,-19.775000000000006,-21.7,6.862499999999997,-0.25,1020.9,79.59322916666666
2016-01-10 08:00:00,6,-20.400000000000006,-21.7,6.73333333333333,-0.25,1022.0,79.717125
2016-01-10 09:00:00,6,-20.979166666666675,-22.2,6.691666666666663,-0.25,1022.9,79.8609375
2016-01-10 10:00:00,6,-21.491666666666674,-22.8,6.6249999999999964,-0.25,1023.4,79.98239583333333
2016-01-10 11:00:00,6,-21.954166666666676,-22.8,6.49583333333333,-0.20833333333333334,1023.7,80.06316666666666
2016-01-10 12:00:00,6,-22.345833333333342,-22.8,6.366666666666664,-0.20833333333333334,1024.0,80.152625
2016-01-10 13:00:00,6,-22.737500000000008,-23.3,6.3458333333333306,-0.20833333333333334,1024.5,80.19095833333333
2016-01-10 14:00:00,6,-23.108333333333345,-23.3,6.279166666666664,-0.20833333333333334,1024.5,80.12966666666668
2016-01-10 15:00:00,6,-23.458333333333346,-22.8,6.212499999999998,-0.20833333333333334,1024.7,80.0520625
2016-01-10 16:00:00,6,-23.80833333333335,-22.2,6.129166666666664,-0.20833333333333334,1024.5,79.96954166666667
2016-01-10 17:00:00,6,-24.17916666666669,-21.1,5.999999999999997,-0.16666666666666666,1024.5,79.88529166666666
2016-01-10 18:00:00,6,-24.525000000000023,-20.0,5.912499999999998,-0.125,1024.4,79.83022916666667
2016-01-10 19:00:00,6,-24.829166666666694,-19.4,5.762499999999998,-0.08333333333333333,1024.6,80.22999999999999
2016-01-10 20:00:00,6,-25.06250000000003,-18.9,5.612499999999998,-0.041666666666666664,1024.4,81.31104166666665
2016-01-10 21:00:00,6,-25.245833333333362,-18.3,5.5041666666666655,0.0,1024.5,82.87472916666667
2016-01-10 22:00:00,6,-25.40833333333336,-18.3,5.291666666666665,0.0,1024.7,84.74814583333333
2016-01-10 23:00:00,6,-25.570833333333358,-18.9,5.162499999999999,0.0,1024.6,86.75264583333333
2016-01-11 00:00:00,0,-25.73333333333336,-19.4,4.970833333333331,0.0,1024.5,88.83816666666667
2016-01-11 01:00:00,0,-25.825000000000028,-20.0,4.820833333333331,0.0,1024.4,90.91845833333333
2016-01-11 02:00:00,0,-25.870833333333362,-20.0,4.649999999999998,0.0,1024.2,93.0579375
2016-01-11 03:00:00,0,-25.850000000000026,-20.6,4.479166666666663,0.0,1024.1,95.23033333333333
2016-01-11 04:00:00,0,-25.804166666666692,-20.6,4.179166666666664,0.0,1023.1,97.42016666666666
2016-01-11 05:00:00,0,-25.73333333333336,-21.1,3.9416666666666633,0.0,1022.2,99.82906249999999
2016-01-11 06:00:00,0,-25.662500000000023,-21.7,3.7249999999999965,0.0,1021.3,101.929
2016-01-11 07:00:00,0,-25.545833333333352,-21.1,3.53333333333333,0.0,1021.0,103.72912500000001
2016-01-11 08:00:00,0,-25.429166666666685,-21.1,3.274999999999997,0.0,1021.3,105.43033333333332
2016-01-11 09:00:00,0,-25.312500000000014,-21.7,3.05833333333333,0.0,1021.2,106.67247916666666
2016-01-11 10:00:00,0,-25.21666666666668,-21.7,2.90833333333333,0.0,1021.3,107.67077083333332
2016-01-11 11:00:00,0,-25.12083333333334,-22.8,2.7791666666666637,0.0,1021.2,108.4934375
2016-01-11 12:00:00,0,-25.075000000000006,-22.2,2.674999999999997,0.0,1021.2,109.01068749999999
2016-01-11 13:00:00,0,-25.004166666666674,-22.2,2.5916666666666637,0.0,1021.1,109.26191666666665
2016-01-11 14:00:00,0,-24.933333333333337,-22.2,2.50833333333333,0.0,1020.8,109.38956249999998
2016-01-11 15:00:00,0,-24.816666666666666,-21.7,2.399999999999997,0.0,1020.8,109.49166666666666
2016-01-11 16:00:00,0,-24.654166666666665,-20.6,2.249999999999997,0.0,1020.5,109.5855625
2016-01-11 18:00:00,0,-24.14583333333333,-16.7,1.99583333333333,0.0,1018.8,109.75258333333333
2016-01-11 19:00:00,0,-23.912499999999994,-16.1,1.93333333333333,0.0,1018.7,109.8224375
2016-01-11 20:00:00,0,-23.67916666666666,-15.6,1.87083333333333,0.0,1019.0,109.95877083333333
2016-01-11 21:00:00,0,-23.424999999999994,-15.0,1.8291666666666633,0.0,1018.8,110.23656249999999
2016-01-11 23:00:00,0,-22.820833333333326,-15.0,1.7874999999999968,0.08333333333333333,1018.5,110.72064583333332
2016-01-12 00:00:00,1,-22.495833333333323,-15.0,1.7874999999999968,0.20833333333333334,1018.1,110.89729166666666
2016-01-12 01:00:00,1,-22.195833333333322,-14.4,1.7874999999999968,0.16666666666666666,1017.7,111.12764583333333
2016-01-12 02:00:00,1,-21.895833333333325,-14.4,1.8499999999999968,0.125,1017.3,111.32399999999998
2016-01-12 03:00:00,1,-21.641666666666655,-15.0,1.9999999999999967,0.08333333333333333,1016.4,111.58899999999998
2016-01-12 04:00:00,1,-21.433333333333323,-16.1,2.1916666666666633,0.041666666666666664,1015.1,111.97929166666665
2016-01-12 05:00:00,1,-21.245833333333323,-16.7,2.38333333333333,0.0,1013.1,112.397875
2016-01-12 06:00:00,1,-21.03749999999999,-16.7,2.53333333333333,-0.041666666666666664,1011.9,112.84854166666665
2016-01-12 07:00:00,1,-20.920833333333324,-17.2,2.874999999999997,-0.08333333333333333,1011.3,112.99147916666666
2016-01-12 08:00:00,1,-20.80416666666666,-17.8,3.174999999999997,-0.125,1010.3,112.81016666666665
2016-01-12 09:00:00,1,-20.712499999999995,-17.8,3.3041666666666636,-0.125,1010.2,112.76447916666666
2016-01-12 10:00:00,1,-20.620833333333334,-18.9,3.541666666666664,-0.125,1009.7,112.80889583333332
2016-01-12 11:00:00,1,-20.575,-20.0,3.7583333333333306,-0.16666666666666666,1009.5,112.73737499999999
2016-01-12 12:00:00,1,-20.529166666666665,-20.6,3.862499999999997,-0.16666666666666666,1009.6,112.78872916666666
2016-01-12 13:00:00,1,-20.529166666666665,-21.1,3.991666666666664,-0.16666666666666666,1010.0,113.12560416666666
2016-01-12 14:00:00,1,-20.529166666666665,-21.7,4.1166666666666645,-0.16666666666666666,1010.9,113.55710416666666
2016-01-12 15:00:00,1,-20.575,-21.1,4.312499999999997,-0.20833333333333334,1011.9,113.95029166666666
2016-01-12 16:00:00,1,-20.666666666666664,-20.6,4.524999999999998,-0.20833333333333334,1013.1,114.33218749999999
2016-01-12 17:00:00,1,-20.825,-19.4,4.674999999999998,-0.20833333333333334,1014.2,114.72439583333333
2016-01-12 18:00:00,1,-20.987499999999997,-17.8,4.762499999999998,-0.20833333333333334,1015.4,115.12143749999998
2016-01-12 19:00:00,1,-21.124999999999996,-17.2,4.8041666666666645,-0.20833333333333334,1017.0,115.5196875
2016-01-12 20:00:00,1,-21.266666666666662,-16.7,4.908333333333331,-0.20833333333333334,1018.4,115.87558333333332
2016-01-12 21:00:00,1,-21.449999999999992,-16.7,5.012499999999998,-0.20833333333333334,1019.5,116.09975
2016-01-12 22:00:00,1,-21.612499999999994,-16.7,5.1166666666666645,-0.20833333333333334,1020.1,116.12035416666666
2016-01-12 23:00:00,1,-21.84583333333332,-17.2,5.199999999999998,-0.3333333333333333,1021.2,116.22410416666665
2016-01-14 00:00:00,3,-18.504166666666652,-6.7,2.237499999999996,0.041666666666666664,1015.3,119.77897916666666
2016-01-14 01:00:00,3,-18.04166666666665,-7.2,2.149999999999996,0.041666666666666664,1014.8,120.08435416666666
2016-01-14 02:00:00,3,-17.57916666666665,-7.2,2.1041666666666625,0.041666666666666664,1013.8,120.34439583333332
2016-01-14 03:00:00,3,-17.09166666666665,-8.3,1.9541666666666624,0.041666666666666664,1013.1,120.889
2016-01-14 04:00:00,3,-16.604166666666654,-7.8,1.8874999999999957,0.041666666666666664,1010.9,121.42779166666665
2016-01-14 05:00:00,3,-16.116666666666653,-7.8,1.9124999999999959,0.041666666666666664,1009.8,121.51927083333331
2016-01-14 06:00:00,3,-15.629166666666654,-8.3,1.8874999999999957,0.041666666666666664,1008.4,121.46310416666665
2016-01-14 07:00:00,3,-15.141666666666653,-8.9,1.9124999999999959,0.041666666666666664,1007.7,121.36822916666665
2016-01-14 08:00:00,3,-14.654166666666654,-8.3,2.020833333333329,0.041666666666666664,1008.1,121.11129166666666
2016-01-14 09:00:00,3,-14.145833333333321,-7.8,2.1041666666666625,0.041666666666666664,1008.2,120.66524999999999
2016-01-14 10:00:00,3,-13.616666666666655,-7.8,2.187499999999996,0.041666666666666664,1008.2,120.16102083333331
2016-01-14 11:00:00,3,-13.133333333333324,-7.8,2.270833333333329,0.041666666666666664,1008.2,119.76177083333332
2016-01-14 12:00:00,3,-12.670833333333325,-7.2,2.399999999999996,0.041666666666666664,1008.2,119.46327083333333
2016-01-14 13:00:00,3,-12.229166666666657,-7.2,2.462499999999996,0.041666666666666664,1007.6,119.18179166666664
2016-01-14 14:00:00,3,-11.862499999999992,-7.8,2.524999999999996,0.041666666666666664,1006.9,118.84493749999999
2016-01-14 18:00:00,3,-10.612499999999992,-5.0,3.029166666666663,0.0,1005.2,117.52433333333333
2016-01-14 19:00:00,3,-10.383333333333326,-4.4,3.158333333333329,0.0,1004.6,117.23264583333332
2016-01-14 21:00:00,3,-10.058333333333325,-3.9,3.2624999999999957,0.0,1003.6,116.7615625
2016-01-14 22:00:00,3,-9.870833333333325,-3.9,3.3249999999999957,0.0,1002.9,116.48385416666666
2016-01-14 23:00:00,3,-9.662499999999993,-3.9,3.454166666666662,0.0,1003.2,115.81235416666667
2016-01-15 00:00:00,4,-9.433333333333325,-3.3,3.5374999999999956,0.0,1001.9,114.83218749999999
2016-01-15 02:00:00,4,-8.949999999999992,-3.3,3.7999999999999954,0.0,1001.8,114.09647916666665
2016-01-15 03:00:00,4,-8.720833333333326,-3.3,3.9708333333333283,0.0,1001.6,113.77235416666667
2016-01-15 04:00:00,4,-8.512499999999992,-3.9,4.079166666666661,0.0,1001.2,113.42533333333333
2016-01-15 05:00:00,4,-8.329166666666659,-4.4,4.183333333333328,0.0,999.7,113.25120833333332
2016-01-15 06:00:00,4,-8.145833333333325,-5.0,4.358333333333328,0.0,998.9,112.82310416666667
2016-01-15 07:00:00,4,-7.9624999999999915,-5.0,4.462499999999995,-0.041666666666666664,998.9,112.10822916666666
2016-01-15 08:00:00,4,-7.779166666666658,-5.0,4.504166666666662,-0.041666666666666664,998.7,111.37249999999999
2016-01-15 09:00:00,4,-7.637499999999991,-5.6,4.570833333333328,-0.08333333333333333,999.1,110.77610416666666
2016-01-15 10:00:00,4,-7.541666666666658,-5.6,4.591666666666662,-0.08333333333333333,999.3,110.19120833333332
2016-01-15 11:00:00,4,-7.424999999999993,-5.6,4.637499999999996,-0.08333333333333333,998.6,109.415875
2016-01-15 12:00:00,4,-7.3083333333333265,-5.6,4.658333333333329,-0.125,998.9,108.71054166666666
2016-01-15 13:00:00,4,-7.237499999999994,-5.6,4.720833333333329,-0.16666666666666666,999.0,108.33214583333333
2016-01-15 14:00:00,4,-7.141666666666661,-5.6,4.849999999999996,-0.16666666666666666,999.1,108.11058333333332
2016-01-15 15:00:00,4,-7.070833333333328,-5.6,4.9374999999999964,-0.16666666666666666,999.3,107.9114375
2016-01-15 16:00:00,4,-7.070833333333328,-5.6,5.004166666666664,-0.16666666666666666,999.6,107.69664583333332
2016-01-15 17:00:00,4,-7.141666666666661,-7.2,5.091666666666664,-0.16666666666666666,999.6,107.47072916666667
2016-01-15 18:00:00,4,-7.258333333333327,-7.2,5.199999999999997,-0.20833333333333334,1000.0,107.23739583333332
2016-01-15 19:00:00,4,-7.395833333333328,-6.1,5.24583333333333,-0.20833333333333334,1000.7,106.66241666666666
2016-01-15 20:00:00,4,-7.558333333333327,-6.1,5.3749999999999964,-0.20833333333333334,1001.4,105.51606249999999
2016-01-15 21:00:00,4,-7.720833333333328,-6.7,5.48333333333333,-0.20833333333333334,1001.8,104.15366666666665
2016-01-15 22:00:00,4,-7.929166666666661,-6.7,5.570833333333329,-0.20833333333333334,1002.1,102.83572916666667
2016-01-15 23:00:00,4,-8.137499999999994,-6.7,5.658333333333329,-0.20833333333333334,1003.0,101.82664583333332
2016-01-16 00:00:00,5,-8.366666666666662,-6.7,5.745833333333329,-0.20833333333333334,1003.5,101.10120833333335
