timestamp,day_of_week,day_hour,dew_temperature_ma_24H,air_temperature,wind_speed_ma_24H,precip_depth_1_hr_ma_24H,sea_level_pressure_shift_10H,meter_reading
2016-01-05 05:00:00,1,5,-10.13333333333334,-6.7,3.2000000000000006,0.0,1033.1,7.6636
2016-01-05 06:00:00,1,6,-10.112500000000006,-6.7,3.350000000000001,0.0,1032.5,11.662
2016-01-05 07:00:00,1,7,-10.091666666666674,-6.7,3.412500000000001,0.0,1032.5,20.9916
2016-01-05 08:00:00,1,8,-10.066666666666674,-6.7,3.5833333333333344,0.0,1032.6,22.3244
2016-01-05 09:00:00,1,9,-9.99583333333334,-5.6,3.754166666666668,0.0,1032.6,20.9916
2016-01-05 10:00:00,1,10,-9.879166666666675,-5.0,3.9458333333333346,0.0,1032.3,22.9908
2016-01-05 11:00:00,1,11,-9.691666666666675,-4.4,4.137500000000002,0.0,1031.6,20.1586
2016-01-05 12:00:00,1,12,-9.483333333333341,-4.4,4.375000000000002,0.0,1031.1,11.662
2016-01-05 13:00:00,1,13,-9.295833333333341,-5.0,4.591666666666669,0.0,1030.7,11.4954
2016-01-05 14:00:00,1,14,-9.112500000000008,-5.6,4.787500000000002,0.0,1030.0,11.662
2016-01-05 15:00:00,1,15,-8.904166666666674,-5.6,5.066666666666669,0.0,1029.3,15.6604
2016-01-05 16:00:00,1,16,-8.762500000000008,-3.9,5.2583333333333355,0.0,1028.7,14.161
2016-01-05 17:00:00,1,17,-8.625000000000009,-2.2,5.4333333333333345,0.0,1028.1,12.9948
2016-01-05 18:00:00,1,18,-8.558333333333342,-1.1,5.625000000000001,0.0,1028.0,12.8282
2016-01-05 19:00:00,1,19,-8.48750000000001,-0.6,5.816666666666667,0.0,1028.0,10.1626
2016-01-05 20:00:00,1,20,-8.441666666666675,0.0,5.987500000000001,0.0,1027.4,10.9956
2016-01-05 22:00:00,1,22,-8.300000000000006,-1.7,5.987500000000001,0.0,1026.6,7.497000000000001
2016-01-05 23:00:00,1,23,-8.208333333333341,-3.3,6.075,0.0,1026.1,13.6612
2016-01-06 00:00:00,2,0,-8.141666666666675,-3.3,6.075,0.0,1025.4,8.33
2016-01-06 01:00:00,2,1,-8.116666666666674,-4.4,5.966666666666668,0.0,1024.8,10.3292
2016-01-06 02:00:00,2,2,-8.04583333333334,-3.3,5.879166666666667,0.0,1024.3,10.3292
2016-01-06 03:00:00,2,3,-8.000000000000005,-3.3,5.812500000000001,0.0,1023.9,11.8286
2016-01-06 04:00:00,2,4,-7.979166666666672,-4.4,5.6208333333333345,0.0,1023.0,10.3292
2016-01-06 05:00:00,2,5,-7.933333333333338,-3.9,5.512500000000002,0.0,1021.8,10.9956
2016-01-06 06:00:00,2,6,-7.841666666666671,-3.3,5.341666666666669,0.0,1021.1,10.3292
2016-01-06 07:00:00,2,7,-7.725000000000004,-2.8,5.2583333333333355,0.0,1020.5,24.3236
2016-01-06 08:00:00,2,8,-7.587500000000003,-2.8,5.150000000000001,0.0,1020.4,21.658
2016-01-06 09:00:00,2,9,-7.541666666666669,-4.4,5.020833333333335,0.0,1020.1,21.658
2016-01-06 10:00:00,2,10,-7.516666666666668,-4.4,4.937500000000001,0.0,1020.4,20.825
2016-01-06 11:00:00,2,11,-7.516666666666668,-5.0,4.7458333333333345,0.0,1020.5,17.6596
2016-01-06 12:00:00,2,12,-7.491666666666667,-5.0,4.6375,0.0,1020.8,14.3276
2016-01-06 13:00:00,2,13,-7.425,-4.4,4.466666666666667,0.0,1020.6,15.6604
2016-01-06 14:00:00,2,14,-7.308333333333333,-3.9,4.295833333333333,0.0,1020.4,13.4946
2016-01-06 15:00:00,2,15,-7.1916666666666655,-2.8,4.166666666666666,0.0,1020.3,14.3276
2016-01-06 16:00:00,2,16,-7.099999999999998,-2.8,4.037499999999999,0.0,1019.9,14.161
2016-01-06 17:00:00,2,17,-6.983333333333331,-1.7,3.9291666666666654,0.0,1019.5,12.8282
2016-01-06 18:00:00,2,18,-6.866666666666664,-1.1,3.7999999999999985,0.0,1019.3,15.6604
2016-01-06 19:00:00,2,19,-6.749999999999997,-0.6,3.6291666666666647,0.0,1019.4,11.4954
2016-01-06 20:00:00,2,20,-6.612499999999998,0.0,3.437499999999998,0.0,1019.2,10.1626
2016-01-06 21:00:00,2,21,-6.474999999999999,0.0,3.374999999999998,0.0,1019.0,10.3292
2016-01-06 22:00:00,2,22,-6.3125,0.0,3.3541666666666643,0.0,1019.1,10.1626
2016-01-06 23:00:00,2,23,-6.104166666666667,-0.6,3.266666666666664,-0.041666666666666664,1019.2,10.9956
2016-01-07 00:00:00,3,0,-5.870833333333333,-0.6,3.3083333333333305,0.08333333333333333,1019.0,10.9956
2016-01-07 01:00:00,3,1,-5.6166666666666645,-0.6,3.3083333333333305,0.2916666666666667,1019.3,10.3292
2016-01-07 02:00:00,3,2,-5.387499999999998,-0.6,3.266666666666664,0.4166666666666667,1019.7,10.4958
2016-01-07 03:00:00,3,3,-5.1583333333333306,-0.6,3.204166666666664,0.5416666666666666,1019.7,10.3292
2016-01-07 04:00:00,3,4,-4.924999999999998,-0.6,3.2458333333333305,0.5,1018.9,10.3292
2016-01-07 05:00:00,3,5,-4.716666666666664,-0.6,3.266666666666664,0.4583333333333333,1018.3,10.3292
2016-01-07 06:00:00,3,6,-4.529166666666664,-0.6,3.2458333333333305,0.4583333333333333,1017.7,10.3292
2016-01-07 07:00:00,3,7,-4.3666666666666645,-0.6,3.2249999999999974,0.4583333333333333,1017.5,21.1582
2016-01-07 08:00:00,3,8,-4.204166666666665,-0.6,3.1833333333333305,0.4166666666666667,1017.3,22.3244
2016-01-07 09:00:00,3,9,-3.995833333333332,-0.6,3.1624999999999974,0.4166666666666667,1017.7,21.4914
2016-01-07 10:00:00,3,10,-3.7874999999999983,-0.6,3.1833333333333305,0.375,1017.8,20.9916
2016-01-07 11:00:00,3,11,-3.5791666666666653,-0.6,3.204166666666664,0.3333333333333333,1017.9,18.9924
2016-01-07 12:00:00,3,12,-3.370833333333332,-0.6,3.204166666666664,0.3333333333333333,1018.1,12.8282
2016-01-07 13:00:00,3,13,-3.183333333333332,-0.6,3.204166666666664,0.3333333333333333,1017.9,12.8282
2016-01-07 14:00:00,3,14,-3.020833333333332,-0.6,3.2249999999999974,0.3333333333333333,1017.5,12.3284
2016-01-07 15:00:00,3,15,-2.837499999999999,-0.6,3.204166666666664,0.3333333333333333,1017.6,13.4946
2016-01-07 16:00:00,3,16,-2.654166666666666,-0.6,3.1624999999999974,0.2916666666666667,1017.3,14.3276
2016-01-07 17:00:00,3,17,-2.491666666666666,0.0,3.141666666666664,0.25,1016.9,15.4938
2016-01-07 18:00:00,3,18,-2.329166666666666,0.6,3.079166666666664,0.25,1016.6,14.3276
2016-01-07 19:00:00,3,19,-2.191666666666666,0.6,3.0374999999999974,0.25,1016.6,11.4954
2016-01-07 20:00:00,3,20,-2.0749999999999997,0.6,3.016666666666664,0.25,1016.3,12.9948
2016-01-07 21:00:00,3,21,-1.958333333333333,0.6,2.9958333333333305,0.25,1015.9,11.4954
2016-01-07 22:00:00,3,22,-1.8666666666666665,0.6,2.9333333333333305,0.25,1015.9,11.662
2016-01-07 23:00:00,3,23,-1.7958333333333334,0.6,2.891666666666664,0.2916666666666667,1015.9,10.3292
2016-01-08 00:00:00,4,0,-1.75,1.1,2.829166666666664,0.16666666666666666,1015.9,11.4954
2016-01-08 01:00:00,4,1,-1.7041666666666666,0.6,2.7874999999999974,-0.041666666666666664,1016.6,10.3292
2016-01-08 02:00:00,4,2,-1.6791666666666665,0.6,2.741666666666664,-0.16666666666666666,1016.4,11.8286
2016-01-08 03:00:00,4,3,-1.6541666666666666,1.1,2.720833333333331,-0.3333333333333333,1016.4,10.3292
2016-01-08 04:00:00,4,4,-1.6083333333333332,0.6,2.6999999999999975,-0.3333333333333333,1015.5,10.3292
2016-01-08 05:00:00,4,5,-1.5416666666666663,0.6,2.637499999999997,-0.16666666666666666,1014.5,10.3292
2016-01-08 06:00:00,4,6,-1.4749999999999996,0.6,2.57083333333333,0.16666666666666666,1014.0,10.3292
2016-01-08 07:00:00,4,7,-1.408333333333333,0.6,2.524999999999997,0.375,1014.0,22.3244
2016-01-08 08:00:00,4,8,-1.3416666666666661,0.0,2.5041666666666633,0.625,1014.3,21.658
2016-01-08 09:00:00,4,9,-1.2749999999999997,0.0,2.5041666666666633,0.75,1014.3,21.658
2016-01-08 10:00:00,4,10,-1.208333333333333,0.0,2.462499999999997,0.9166666666666666,1014.0,20.825
2016-01-08 11:00:00,4,11,-1.1624999999999999,0.0,2.4833333333333303,1.0833333333333333,1014.0,18.326
2016-01-08 12:00:00,4,12,-1.1166666666666665,0.0,2.4416666666666633,1.0416666666666667,1013.9,12.3284
2016-01-08 13:00:00,4,13,-1.0708333333333333,0.0,2.4833333333333303,1.0,1013.3,13.4946
2016-01-08 14:00:00,4,14,-1.05,0.0,2.5666666666666633,1.0,1013.1,15.4938
2016-01-08 15:00:00,4,15,-1.05,0.0,2.60833333333333,1.0,1012.6,15.6604
2016-01-08 16:00:00,4,16,-1.0250000000000001,0.6,2.6708333333333303,1.0416666666666667,1012.2,15.4938
2016-01-08 17:00:00,4,17,-1.0250000000000001,0.6,2.7333333333333303,1.0833333333333333,1011.5,15.6604
2016-01-08 18:00:00,4,18,-1.0250000000000001,0.6,2.837499999999997,1.0416666666666667,1011.1,15.4938
2016-01-08 19:00:00,4,19,-1.0250000000000001,0.6,2.9416666666666633,1.0,1011.0,13.6612
2016-01-08 20:00:00,4,20,-1.0250000000000001,1.1,2.9833333333333303,0.9583333333333334,1010.6,10.829
2016-01-08 21:00:00,4,21,-1.0250000000000001,1.1,2.9833333333333303,1.0833333333333333,1010.3,10.3292
2016-01-08 22:00:00,4,22,-1.05,0.6,3.1333333333333306,1.0416666666666667,1010.1,10.9956
2016-01-08 23:00:00,4,23,-1.0958333333333332,0.0,3.1958333333333306,1.0,1010.4,10.829
2016-01-09 00:00:00,5,0,-1.1666666666666665,-0.6,3.3249999999999975,0.9583333333333334,1010.1,10.3292
2016-01-09 01:00:00,5,1,-1.3041666666666665,-1.7,3.4958333333333313,0.9166666666666666,1010.5,10.3292
2016-01-09 02:00:00,5,2,-1.4666666666666666,-2.2,3.712499999999998,0.875,1010.5,10.3292
2016-01-09 03:00:00,5,3,-1.6541666666666666,-3.3,3.8833333333333315,0.875,1010.6,10.3292
2016-01-09 04:00:00,5,4,-1.8624999999999998,-3.9,4.033333333333332,0.875,1009.8,10.4958
2016-01-09 05:00:00,5,5,-2.0916666666666663,-3.9,4.224999999999999,0.7083333333333334,1009.5,10.1626
2016-01-09 06:00:00,5,6,-2.4125,-5.6,4.4833333333333325,0.375,1009.3,9.6628
2016-01-09 07:00:00,5,7,-2.779166666666667,-6.7,4.679166666666666,0.16666666666666666,1009.6,11.662
2016-01-09 08:00:00,5,8,-3.241666666666667,-8.9,4.979166666666666,-0.041666666666666664,1009.8,9.6628
2016-01-09 09:00:00,5,9,-3.7500000000000004,-10.0,5.191666666666666,-0.16666666666666666,1010.6,12.9948
2016-01-09 10:00:00,5,10,-4.325000000000001,-11.1,5.383333333333333,-0.2916666666666667,1011.2,11.4954
2016-01-09 11:00:00,5,11,-4.929166666666668,-12.8,5.574999999999999,-0.4583333333333333,1011.7,11.662
2016-01-09 12:00:00,5,12,-5.579166666666668,-13.3,5.808333333333333,-0.4166666666666667,1012.2,11.4954
2016-01-09 13:00:00,5,13,-6.229166666666668,-13.9,5.870833333333333,-0.375,1012.6,9.4962
2016-01-09 14:00:00,5,14,-6.900000000000002,-14.4,5.916666666666665,-0.375,1012.8,10.9956
2016-01-09 15:00:00,5,15,-7.5916666666666694,-15.0,5.983333333333332,-0.375,1013.3,11.4954
2016-01-09 16:00:00,5,16,-8.308333333333337,-15.0,6.133333333333332,-0.375,1014.1,12.9948
2016-01-09 17:00:00,5,17,-9.004166666666672,-13.9,6.3041666666666645,-0.4166666666666667,1014.6,10.829
2016-01-09 18:00:00,5,18,-9.700000000000005,-13.9,6.391666666666665,-0.4166666666666667,1015.1,10.9956
2016-01-09 19:00:00,5,19,-10.416666666666673,-15.0,6.541666666666664,-0.4166666666666667,1015.9,9.4962
2016-01-09 20:00:00,5,20,-11.179166666666672,-15.6,6.712499999999998,-0.4166666666666667,1016.1,9.4962
2016-01-09 21:00:00,5,21,-11.991666666666672,-15.0,6.841666666666664,-0.5833333333333334,1016.7,8.1634
2016-01-09 22:00:00,5,22,-12.800000000000006,-16.1,6.904166666666664,-0.5416666666666666,1017.7,9.6628
2016-01-09 23:00:00,5,23,-13.612500000000006,-16.7,6.9708333333333306,-0.5,1018.8,8.9964
2016-01-10 00:00:00,6,0,-14.400000000000006,-16.7,7.054166666666664,-0.4583333333333333,1020.2,8.8298
2016-01-10 01:00:00,6,1,-15.166666666666673,-17.2,7.0333333333333306,-0.4166666666666667,1020.7,8.33
2016-01-10 02:00:00,6,2,-15.929166666666674,-18.3,7.012499999999997,-0.375,1020.5,9.4962
2016-01-10 03:00:00,6,3,-16.712500000000006,-18.9,6.991666666666664,-0.3333333333333333,1020.9,7.6636
2016-01-10 04:00:00,6,4,-17.500000000000004,-20.0,7.012499999999997,-0.2916666666666667,1020.6,8.8298
2016-01-10 05:00:00,6,5,-18.312500000000004,-20.6,6.9708333333333306,-0.25,1020.3,8.33
2016-01-10 06:00:00,6,6,-19.05416666666667,-21.1,6.929166666666664,-0.25,1020.3,9.4962
2016-01-10 07:00:00,6,7,-19.775000000000006,-21.7,6.862499999999997,-0.25,1020.9,8.9964
2016-01-10 08:00:00,6,8,-20.400000000000006,-21.7,6.73333333333333,-0.25,1022.0,8.8298
2016-01-10 09:00:00,6,9,-20.979166666666675,-22.2,6.691666666666663,-0.25,1022.9,7.6636
2016-01-10 10:00:00,6,10,-21.491666666666674,-22.8,6.6249999999999964,-0.25,1023.4,8.8298
2016-01-10 11:00:00,6,11,-21.954166666666676,-22.8,6.49583333333333,-0.20833333333333334,1023.7,8.9964
2016-01-10 12:00:00,6,12,-22.345833333333342,-22.8,6.366666666666664,-0.20833333333333334,1024.0,7.497000000000001
2016-01-10 13:00:00,6,13,-22.737500000000008,-23.3,6.3458333333333306,-0.20833333333333334,1024.5,12.8282
2016-01-10 14:00:00,6,14,-23.108333333333345,-23.3,6.279166666666664,-0.20833333333333334,1024.5,10.1626
2016-01-10 15:00:00,6,15,-23.458333333333346,-22.8,6.212499999999998,-0.20833333333333334,1024.7,10.1626
2016-01-10 16:00:00,6,16,-23.80833333333335,-22.2,6.129166666666664,-0.20833333333333334,1024.5,9.4962
2016-01-10 17:00:00,6,17,-24.17916666666669,-21.1,5.999999999999997,-0.16666666666666666,1024.5,10.9956
2016-01-10 18:00:00,6,18,-24.525000000000023,-20.0,5.912499999999998,-0.125,1024.4,7.3304
2016-01-10 19:00:00,6,19,-24.829166666666694,-19.4,5.762499999999998,-0.08333333333333333,1024.6,8.8298
2016-01-10 20:00:00,6,20,-25.06250000000003,-18.9,5.612499999999998,-0.041666666666666664,1024.4,8.33
2016-01-10 21:00:00,6,21,-25.245833333333362,-18.3,5.5041666666666655,0.0,1024.5,8.1634
2016-01-10 22:00:00,6,22,-25.40833333333336,-18.3,5.291666666666665,0.0,1024.7,7.497000000000001
2016-01-10 23:00:00,6,23,-25.570833333333358,-18.9,5.162499999999999,0.0,1024.6,8.8298
2016-01-11 00:00:00,0,0,-25.73333333333336,-19.4,4.970833333333331,0.0,1024.5,8.1634
2016-01-11 01:00:00,0,1,-25.825000000000028,-20.0,4.820833333333331,0.0,1024.4,8.1634
2016-01-11 02:00:00,0,2,-25.870833333333362,-20.0,4.649999999999998,0.0,1024.2,7.497000000000001
2016-01-11 03:00:00,0,3,-25.850000000000026,-20.6,4.479166666666663,0.0,1024.1,8.33
2016-01-11 04:00:00,0,4,-25.804166666666692,-20.6,4.179166666666664,0.0,1023.1,8.8298
2016-01-11 05:00:00,0,5,-25.73333333333336,-21.1,3.9416666666666633,0.0,1022.2,8.33
2016-01-11 06:00:00,0,6,-25.662500000000023,-21.7,3.7249999999999965,0.0,1021.3,7.497000000000001
2016-01-11 07:00:00,0,7,-25.545833333333352,-21.1,3.53333333333333,0.0,1021.0,20.1586
2016-01-11 08:00:00,0,8,-25.429166666666685,-21.1,3.274999999999997,0.0,1021.3,17.493
2016-01-11 09:00:00,0,9,-25.312500000000014,-21.7,3.05833333333333,0.0,1021.2,18.1594
2016-01-11 10:00:00,0,10,-25.21666666666668,-21.7,2.90833333333333,0.0,1021.3,16.8266
2016-01-11 11:00:00,0,11,-25.12083333333334,-22.8,2.7791666666666637,0.0,1021.2,16.8266
2016-01-11 12:00:00,0,12,-25.075000000000006,-22.2,2.674999999999997,0.0,1021.2,11.4954
2016-01-11 13:00:00,0,13,-25.004166666666674,-22.2,2.5916666666666637,0.0,1021.1,15.6604
2016-01-11 14:00:00,0,14,-24.933333333333337,-22.2,2.50833333333333,0.0,1020.8,15.4938
2016-01-11 15:00:00,0,15,-24.816666666666666,-21.7,2.399999999999997,0.0,1020.8,15.827
2016-01-11 16:00:00,0,16,-24.654166666666665,-20.6,2.249999999999997,0.0,1020.5,13.328
2016-01-11 17:00:00,0,17,-24.399999999999995,-17.8,2.124999999999997,0.0,1019.9,13.4946
2016-01-11 18:00:00,0,18,-24.14583333333333,-16.7,1.99583333333333,0.0,1018.8,14.6608
2016-01-11 19:00:00,0,19,-23.912499999999994,-16.1,1.93333333333333,0.0,1018.7,11.4954
2016-01-11 20:00:00,0,20,-23.67916666666666,-15.6,1.87083333333333,0.0,1019.0,11.8286
2016-01-11 21:00:00,0,21,-23.424999999999994,-15.0,1.8291666666666633,0.0,1018.8,11.9952
2016-01-11 22:00:00,0,22,-23.170833333333324,-14.4,1.80833333333333,-0.041666666666666664,1018.5,11.8286
2016-01-11 23:00:00,0,23,-22.820833333333326,-15.0,1.7874999999999968,0.08333333333333333,1018.5,10.1626
2016-01-12 00:00:00,1,0,-22.495833333333323,-15.0,1.7874999999999968,0.20833333333333334,1018.1,9.4962
2016-01-12 01:00:00,1,1,-22.195833333333322,-14.4,1.7874999999999968,0.16666666666666666,1017.7,9.996
2016-01-12 02:00:00,1,2,-21.895833333333325,-14.4,1.8499999999999968,0.125,1017.3,10.4958
2016-01-12 03:00:00,1,3,-21.641666666666655,-15.0,1.9999999999999967,0.08333333333333333,1016.4,10.829
2016-01-12 04:00:00,1,4,-21.433333333333323,-16.1,2.1916666666666633,0.041666666666666664,1015.1,8.8298
2016-01-12 05:00:00,1,5,-21.245833333333323,-16.7,2.38333333333333,0.0,1013.1,10.829
2016-01-12 06:00:00,1,6,-21.03749999999999,-16.7,2.53333333333333,-0.041666666666666664,1011.9,10.4958
2016-01-12 07:00:00,1,7,-20.920833333333324,-17.2,2.874999999999997,-0.08333333333333333,1011.3,20.9916
2016-01-12 08:00:00,1,8,-20.80416666666666,-17.8,3.174999999999997,-0.125,1010.3,21.8246
2016-01-12 09:00:00,1,9,-20.712499999999995,-17.8,3.3041666666666636,-0.125,1010.2,18.6592
2016-01-12 10:00:00,1,10,-20.620833333333334,-18.9,3.541666666666664,-0.125,1009.7,14.161
2016-01-12 11:00:00,1,11,-20.575,-20.0,3.7583333333333306,-0.16666666666666666,1009.5,31.3208
2016-01-12 12:00:00,1,12,-20.529166666666665,-20.6,3.862499999999997,-0.16666666666666666,1009.6,13.9944
2016-01-12 13:00:00,1,13,-20.529166666666665,-21.1,3.991666666666664,-0.16666666666666666,1010.0,19.8254
