timestamp,day_of_week,day_hour,dew_temperature_ma_24H,dew_temperature,air_temperature_ma_24H,air_temperature,precip_depth_1_hr_ma_24H,precip_depth_1_hr_ma_4H,meter_reading
2016-01-04 13:00:00,0,13,-8.78333333333334,-12.8,-5.2125,-11.1,0.0,0.0,0.0
2016-01-04 14:00:00,0,14,-9.037500000000007,-13.3,-5.583333333333333,-11.7,0.0,0.0,0.0
2016-01-04 15:00:00,0,15,-9.337500000000007,-13.9,-5.974999999999999,-12.2,0.0,0.0,0.0
2016-01-04 16:00:00,0,16,-9.500000000000007,-11.7,-6.299999999999998,-10.6,0.0,0.0,0.0
2016-01-04 17:00:00,0,17,-9.662500000000007,-11.1,-6.579166666666666,-8.9,0.0,0.0,0.0
2016-01-04 18:00:00,0,18,-9.729166666666673,-9.4,-6.766666666666666,-6.7,0.0,0.0,0.0
2016-01-04 19:00:00,0,19,-9.775000000000007,-8.9,-6.883333333333333,-5.0,0.0,0.0,0.0
2016-01-04 20:00:00,0,20,-9.79583333333334,-8.3,-6.904166666666666,-3.3,0.0,0.0,0.0
2016-01-04 21:00:00,0,21,-9.841666666666674,-8.9,-6.949999999999999,-3.9,0.0,0.0,0.0
2016-01-04 22:00:00,0,22,-9.912500000000007,-8.9,-7.066666666666666,-5.0,0.0,0.0,0.0
2016-01-04 23:00:00,0,23,-10.004166666666674,-10.0,-7.229166666666665,-6.7,0.0,0.0,0.0
2016-01-05 00:00:00,1,0,-10.07083333333334,-9.4,-7.412499999999998,-7.2,0.0,0.0,0.0
2016-01-05 01:00:00,1,1,-10.116666666666672,-8.9,-7.549999999999997,-7.2,0.0,0.0,0.0
2016-01-05 02:00:00,1,2,-10.162500000000007,-8.9,-7.641666666666663,-7.2,0.0,0.0,0.0
2016-01-05 03:00:00,1,3,-10.183333333333339,-8.3,-7.73333333333333,-7.2,0.0,0.0,0.0
2016-01-05 04:00:00,1,4,-10.15833333333334,-8.3,-7.758333333333329,-6.7,0.0,0.0,0.0
2016-01-05 05:00:00,1,5,-10.13333333333334,-8.3,-7.783333333333329,-6.7,0.0,0.0,0.0
2016-01-05 06:00:00,1,6,-10.112500000000006,-8.9,-7.783333333333329,-6.7,0.0,0.0,0.0
2016-01-05 07:00:00,1,7,-10.091666666666674,-8.9,-7.762499999999996,-6.7,0.0,0.0,0.0
2016-01-05 08:00:00,1,8,-10.066666666666674,-9.4,-7.7166666666666615,-6.7,0.0,0.0,0.0
2016-01-05 09:00:00,1,9,-9.99583333333334,-8.3,-7.624999999999994,-5.6,0.0,0.0,0.0
2016-01-05 10:00:00,1,10,-9.879166666666675,-7.8,-7.462499999999994,-5.0,0.0,0.0,0.0
2016-01-05 11:00:00,1,11,-9.691666666666675,-7.2,-7.229166666666661,-4.4,0.0,0.0,0.0
2016-01-05 12:00:00,1,12,-9.483333333333341,-7.8,-6.949999999999995,-4.4,0.0,0.0,0.0
2016-01-05 13:00:00,1,13,-9.295833333333341,-8.3,-6.695833333333328,-5.0,0.0,0.0,0.0
2016-01-05 14:00:00,1,14,-9.112500000000008,-8.9,-6.441666666666662,-5.6,0.0,0.0,0.0
2016-01-05 15:00:00,1,15,-8.904166666666674,-8.9,-6.166666666666662,-5.6,0.0,0.0,0.0
2016-01-05 16:00:00,1,16,-8.762500000000008,-8.3,-5.887499999999996,-3.9,0.0,0.0,0.0
2016-01-05 17:00:00,1,17,-8.625000000000009,-7.8,-5.608333333333328,-2.2,0.0,0.0,0.0
2016-01-05 18:00:00,1,18,-8.558333333333342,-7.8,-5.374999999999996,-1.1,0.0,0.0,0.0
2016-01-05 19:00:00,1,19,-8.48750000000001,-7.2,-5.191666666666662,-0.6,0.0,0.0,0.0
2016-01-05 20:00:00,1,20,-8.441666666666675,-7.2,-5.054166666666662,0.0,0.0,0.0,0.0
2016-01-05 21:00:00,1,21,-8.37083333333334,-7.2,-4.916666666666662,-0.6,0.0,0.0,0.0
2016-01-05 22:00:00,1,22,-8.300000000000006,-7.2,-4.7791666666666615,-1.7,0.0,0.0,0.0
2016-01-05 23:00:00,1,23,-8.208333333333341,-7.8,-4.637499999999995,-3.3,0.0,0.0,0.0
2016-01-06 00:00:00,2,0,-8.141666666666675,-7.8,-4.474999999999994,-3.3,0.0,0.0,0.0
2016-01-06 01:00:00,2,1,-8.116666666666674,-8.3,-4.358333333333328,-4.4,0.0,0.0,0.0
2016-01-06 02:00:00,2,2,-8.04583333333334,-7.2,-4.1958333333333275,-3.3,0.0,0.0,0.0
2016-01-06 03:00:00,2,3,-8.000000000000005,-7.2,-4.033333333333327,-3.3,0.0,0.0,0.0
2016-01-06 04:00:00,2,4,-7.979166666666672,-7.8,-3.9374999999999942,-4.4,0.0,0.0,0.0
2016-01-06 05:00:00,2,5,-7.933333333333338,-7.2,-3.8208333333333275,-3.9,0.0,0.0,0.0
2016-01-06 06:00:00,2,6,-7.841666666666671,-6.7,-3.6791666666666605,-3.3,0.0,0.0,0.0
2016-01-06 07:00:00,2,7,-7.725000000000004,-6.1,-3.5166666666666604,-2.8,0.0,0.0,0.0
2016-01-06 08:00:00,2,8,-7.587500000000003,-6.1,-3.3541666666666603,-2.8,0.0,0.0,0.0
2016-01-06 09:00:00,2,9,-7.541666666666669,-7.2,-3.3041666666666605,-4.4,0.0,0.0,0.0
2016-01-06 10:00:00,2,10,-7.516666666666668,-7.2,-3.279166666666661,-4.4,0.0,0.0,0.0
2016-01-06 11:00:00,2,11,-7.516666666666668,-7.2,-3.3041666666666605,-5.0,0.0,0.0,0.0
2016-01-06 12:00:00,2,12,-7.491666666666667,-7.2,-3.3291666666666604,-5.0,0.0,0.0,0.0
2016-01-06 13:00:00,2,13,-7.425,-6.7,-3.3041666666666605,-4.4,0.0,0.0,0.0
2016-01-06 14:00:00,2,14,-7.308333333333333,-6.1,-3.2333333333333276,-3.9,0.0,0.0,0.0
2016-01-06 15:00:00,2,15,-7.1916666666666655,-6.1,-3.1166666666666614,-2.8,0.0,0.0,0.0
2016-01-06 16:00:00,2,16,-7.099999999999998,-6.1,-3.0708333333333275,-2.8,0.0,0.0,0.0
2016-01-06 17:00:00,2,17,-6.983333333333331,-5.0,-3.049999999999994,-1.7,0.0,0.0,0.0
2016-01-06 18:00:00,2,18,-6.866666666666664,-5.0,-3.049999999999994,-1.1,0.0,0.0,0.0
2016-01-06 19:00:00,2,19,-6.749999999999997,-4.4,-3.049999999999994,-0.6,0.0,0.0,0.0
2016-01-06 20:00:00,2,20,-6.612499999999998,-3.9,-3.049999999999994,0.0,0.0,0.0,0.0
2016-01-06 21:00:00,2,21,-6.474999999999999,-3.9,-3.0249999999999946,0.0,0.0,0.0,0.0
2016-01-06 22:00:00,2,22,-6.3125,-3.3,-2.954166666666661,0.0,0.0,0.0,0.0
2016-01-06 23:00:00,2,23,-6.104166666666667,-2.8,-2.841666666666661,-0.6,-0.041666666666666664,-0.25,0.0
2016-01-07 00:00:00,3,0,-5.870833333333333,-2.2,-2.7291666666666607,-0.6,0.08333333333333333,0.5,0.0
2016-01-07 01:00:00,3,1,-5.6166666666666645,-2.2,-2.570833333333327,-0.6,0.2916666666666667,1.75,0.0
2016-01-07 02:00:00,3,2,-5.387499999999998,-1.7,-2.4583333333333273,-0.6,0.4166666666666667,2.5,0.0
2016-01-07 03:00:00,3,3,-5.1583333333333306,-1.7,-2.3458333333333274,-0.6,0.5416666666666666,3.5,0.0
2016-01-07 04:00:00,3,4,-4.924999999999998,-2.2,-2.1874999999999942,-0.6,0.5,2.5,0.0
2016-01-07 05:00:00,3,5,-4.716666666666664,-2.2,-2.0499999999999945,-0.6,0.4583333333333333,1.0,0.0
2016-01-07 06:00:00,3,6,-4.529166666666664,-2.2,-1.9374999999999947,-0.6,0.4583333333333333,0.25,0.0
2016-01-07 07:00:00,3,7,-4.3666666666666645,-2.2,-1.845833333333328,-0.6,0.4583333333333333,-0.5,0.0
2016-01-07 08:00:00,3,8,-4.204166666666665,-2.2,-1.7541666666666618,-0.6,0.4166666666666667,-0.5,0.0
2016-01-07 09:00:00,3,9,-3.995833333333332,-2.2,-1.5958333333333286,-0.6,0.4166666666666667,-0.25,0.0
2016-01-07 10:00:00,3,10,-3.7874999999999983,-2.2,-1.4374999999999953,-0.6,0.375,-0.5,0.0
2016-01-07 11:00:00,3,11,-3.5791666666666653,-2.2,-1.254166666666662,-0.6,0.3333333333333333,-0.75,0.0
2016-01-07 12:00:00,3,12,-3.370833333333332,-2.2,-1.0708333333333286,-0.6,0.3333333333333333,-0.5,0.0
2016-01-07 13:00:00,3,13,-3.183333333333332,-2.2,-0.9124999999999955,-0.6,0.3333333333333333,-0.5,0.0
2016-01-07 14:00:00,3,14,-3.020833333333332,-2.2,-0.7749999999999956,-0.6,0.3333333333333333,-0.25,0.0
2016-01-07 15:00:00,3,15,-2.837499999999999,-1.7,-0.683333333333329,-0.6,0.3333333333333333,0.0,0.0
2016-01-07 16:00:00,3,16,-2.654166666666666,-1.7,-0.5916666666666623,-0.6,0.2916666666666667,-0.25,0.0
2016-01-07 17:00:00,3,17,-2.491666666666666,-1.1,-0.520833333333329,0.0,0.25,-0.5,0.0
2016-01-07 18:00:00,3,18,-2.329166666666666,-1.1,-0.44999999999999574,0.6,0.25,-0.5,0.0
2016-01-07 19:00:00,3,19,-2.191666666666666,-1.1,-0.39999999999999575,0.6,0.25,-0.5,0.0
2016-01-07 20:00:00,3,20,-2.0749999999999997,-1.1,-0.3749999999999958,0.6,0.25,-0.25,0.0
2016-01-07 21:00:00,3,21,-1.958333333333333,-1.1,-0.3499999999999958,0.6,0.25,0.0,0.0
2016-01-07 22:00:00,3,22,-1.8666666666666665,-1.1,-0.3249999999999958,0.6,0.25,0.0,0.0
2016-01-07 23:00:00,3,23,-1.7958333333333334,-1.1,-0.27499999999999586,0.6,0.2916666666666667,0.0,0.0
2016-01-08 00:00:00,4,0,-1.75,-1.1,-0.20416666666666253,1.1,0.16666666666666666,0.0,0.0
2016-01-08 01:00:00,4,1,-1.7041666666666666,-1.1,-0.15416666666666254,0.6,-0.041666666666666664,0.0,0.0
2016-01-08 02:00:00,4,2,-1.6791666666666665,-1.1,-0.10416666666666254,0.6,-0.16666666666666666,0.0,0.0
2016-01-08 03:00:00,4,3,-1.6541666666666666,-1.1,-0.033333333333329204,1.1,-0.3333333333333333,-0.25,0.0
2016-01-08 04:00:00,4,4,-1.6083333333333332,-1.1,0.016666666666670795,0.6,-0.3333333333333333,-0.5,0.0
2016-01-08 05:00:00,4,5,-1.5416666666666663,-0.6,0.0666666666666708,0.6,-0.16666666666666666,0.25,0.0
2016-01-08 06:00:00,4,6,-1.4749999999999996,-0.6,0.1166666666666708,0.6,0.16666666666666666,2.25,0.0
2016-01-08 07:00:00,4,7,-1.408333333333333,-0.6,0.16666666666667082,0.6,0.375,3.75,0.0
2016-01-08 08:00:00,4,8,-1.3416666666666661,-0.6,0.1916666666666708,0.0,0.625,5.25,0.0
2016-01-08 09:00:00,4,9,-1.2749999999999997,-0.6,0.21666666666667078,0.0,0.75,5.25,0.0
2016-01-08 10:00:00,4,10,-1.208333333333333,-0.6,0.24166666666667078,0.0,0.9166666666666666,4.0,0.0
2016-01-08 11:00:00,4,11,-1.1624999999999999,-1.1,0.26666666666667077,0.0,1.0833333333333333,3.5,0.0
2016-01-08 12:00:00,4,12,-1.1166666666666665,-1.1,0.29166666666667074,0.0,1.0416666666666667,2.0,0.0
2016-01-08 13:00:00,4,13,-1.0708333333333333,-1.1,0.3166666666666707,0.0,1.0,1.0,0.0
2016-01-08 14:00:00,4,14,-1.05,-1.7,0.3416666666666707,0.0,1.0,0.25,0.0
2016-01-08 15:00:00,4,15,-1.05,-1.7,0.3666666666666707,0.0,1.0,-0.5,0.0
2016-01-08 16:00:00,4,16,-1.0250000000000001,-1.1,0.4166666666666707,0.6,1.0416666666666667,-0.25,0.0
2016-01-08 17:00:00,4,17,-1.0250000000000001,-1.1,0.44166666666667065,0.6,1.0833333333333333,0.0,0.0
2016-01-08 18:00:00,4,18,-1.0250000000000001,-1.1,0.44166666666667065,0.6,1.0416666666666667,-0.25,0.0
2016-01-08 19:00:00,4,19,-1.0250000000000001,-1.1,0.44166666666667065,0.6,1.0,-0.5,0.0
2016-01-08 20:00:00,4,20,-1.0250000000000001,-1.1,0.46250000000000396,1.1,0.9583333333333334,-0.75,0.0
2016-01-08 21:00:00,4,21,-1.0250000000000001,-1.1,0.48333333333333733,1.1,1.0833333333333333,0.0,0.0
2016-01-08 22:00:00,4,22,-1.05,-1.7,0.48333333333333733,0.6,1.0416666666666667,0.0,0.0
2016-01-08 23:00:00,4,23,-1.0958333333333332,-2.2,0.4583333333333373,0.0,1.0,0.0,0.0
2016-01-09 00:00:00,5,0,-1.1666666666666665,-2.8,0.387500000000004,-0.6,0.9583333333333334,0.0,0.0
2016-01-09 01:00:00,5,1,-1.3041666666666665,-4.4,0.2916666666666707,-1.7,0.9166666666666666,-1.0,0.0
2016-01-09 02:00:00,5,2,-1.4666666666666666,-5.0,0.17500000000000404,-2.2,0.875,-1.0,0.0
2016-01-09 03:00:00,5,3,-1.6541666666666666,-5.6,-0.008333333333329288,-3.3,0.875,-1.0,0.0
2016-01-09 04:00:00,5,4,-1.8624999999999998,-6.1,-0.19583333333332928,-3.9,0.875,-1.0,0.0
2016-01-09 05:00:00,5,5,-2.0916666666666663,-6.1,-0.38333333333332925,-3.9,0.7083333333333334,-1.0,0.0
2016-01-09 06:00:00,5,6,-2.4125,-8.3,-0.6416666666666625,-5.6,0.375,-0.75,0.0
2016-01-09 07:00:00,5,7,-2.779166666666667,-9.4,-0.9458333333333293,-6.7,0.16666666666666666,-0.5,0.0
2016-01-09 08:00:00,5,8,-3.241666666666667,-11.7,-1.3166666666666627,-8.9,-0.041666666666666664,-0.25,0.0
2016-01-09 09:00:00,5,9,-3.7500000000000004,-12.8,-1.7333333333333292,-10.0,-0.16666666666666666,0.0,0.0
2016-01-09 10:00:00,5,10,-4.325000000000001,-14.4,-2.1958333333333293,-11.1,-0.2916666666666667,0.0,0.0
2016-01-09 11:00:00,5,11,-4.929166666666668,-15.6,-2.7291666666666625,-12.8,-0.4583333333333333,-0.25,0.0
2016-01-09 12:00:00,5,12,-5.579166666666668,-16.7,-3.283333333333329,-13.3,-0.4166666666666667,-0.25,0.0
2016-01-09 13:00:00,5,13,-6.229166666666668,-16.7,-3.862499999999996,-13.9,-0.375,-0.25,0.0
2016-01-09 14:00:00,5,14,-6.900000000000002,-17.8,-4.462499999999996,-14.4,-0.375,-0.25,0.0
2016-01-09 15:00:00,5,15,-7.5916666666666694,-18.3,-5.087499999999996,-15.0,-0.375,0.0,0.0
2016-01-09 16:00:00,5,16,-8.308333333333337,-18.3,-5.737499999999996,-15.0,-0.375,0.0,0.0
2016-01-09 17:00:00,5,17,-9.004166666666672,-17.8,-6.341666666666662,-13.9,-0.4166666666666667,-0.25,0.0
2016-01-09 18:00:00,5,18,-9.700000000000005,-17.8,-6.945833333333329,-13.9,-0.4166666666666667,-0.5,0.0
2016-01-09 19:00:00,5,19,-10.416666666666673,-18.3,-7.595833333333329,-15.0,-0.4166666666666667,-0.75,0.0
2016-01-09 20:00:00,5,20,-11.179166666666672,-19.4,-8.291666666666663,-15.6,-0.4166666666666667,-1.0,0.0
2016-01-09 21:00:00,5,21,-11.991666666666672,-20.6,-8.962499999999995,-15.0,-0.5833333333333334,-1.0,0.0
2016-01-09 22:00:00,5,22,-12.800000000000006,-21.1,-9.658333333333328,-16.1,-0.5416666666666666,-0.75,0.0
2016-01-09 23:00:00,5,23,-13.612500000000006,-21.7,-10.35416666666666,-16.7,-0.5,-0.5,0.0
2016-01-10 00:00:00,6,0,-14.400000000000006,-21.7,-11.024999999999993,-16.7,-0.4583333333333333,-0.25,0.0
2016-01-10 01:00:00,6,1,-15.166666666666673,-22.8,-11.670833333333327,-17.2,-0.4166666666666667,0.0,0.0
2016-01-10 02:00:00,6,2,-15.929166666666674,-23.3,-12.341666666666661,-18.3,-0.375,0.0,0.0
2016-01-10 03:00:00,6,3,-16.712500000000006,-24.4,-12.99166666666666,-18.9,-0.3333333333333333,0.0,0.0
2016-01-10 04:00:00,6,4,-17.500000000000004,-25.0,-13.662499999999994,-20.0,-0.2916666666666667,0.0,0.0
2016-01-10 05:00:00,6,5,-18.312500000000004,-25.6,-14.358333333333329,-20.6,-0.25,0.0,0.0
2016-01-10 06:00:00,6,6,-19.05416666666667,-26.1,-15.004166666666663,-21.1,-0.25,0.0,0.0
2016-01-10 07:00:00,6,7,-19.775000000000006,-26.7,-15.629166666666663,-21.7,-0.25,0.0,0.0
2016-01-10 08:00:00,6,8,-20.400000000000006,-26.7,-16.162499999999998,-21.7,-0.25,0.0,0.0
2016-01-10 09:00:00,6,9,-20.979166666666675,-26.7,-16.67083333333333,-22.2,-0.25,0.0,0.0
2016-01-10 10:00:00,6,10,-21.491666666666674,-26.7,-17.158333333333328,-22.8,-0.25,0.0,0.0
2016-01-10 11:00:00,6,11,-21.954166666666676,-26.7,-17.574999999999996,-22.8,-0.20833333333333334,0.0,0.0
2016-01-10 12:00:00,6,12,-22.345833333333342,-26.1,-17.970833333333328,-22.8,-0.20833333333333334,0.0,0.0
2016-01-10 13:00:00,6,13,-22.737500000000008,-26.1,-18.362499999999997,-23.3,-0.20833333333333334,0.0,0.0
2016-01-10 14:00:00,6,14,-23.108333333333345,-26.7,-18.73333333333333,-23.3,-0.20833333333333334,0.0,0.0
2016-01-10 15:00:00,6,15,-23.458333333333346,-26.7,-19.058333333333334,-22.8,-0.20833333333333334,0.0,0.0
2016-01-10 16:00:00,6,16,-23.80833333333335,-26.7,-19.35833333333333,-22.2,-0.20833333333333334,0.0,0.0
2016-01-10 17:00:00,6,17,-24.17916666666669,-26.7,-19.658333333333335,-21.1,-0.16666666666666666,0.0,0.0
2016-01-10 18:00:00,6,18,-24.525000000000023,-26.1,-19.9125,-20.0,-0.125,0.0,0.0
2016-01-10 19:00:00,6,19,-24.829166666666694,-25.6,-20.095833333333335,-19.4,-0.08333333333333333,0.0,0.0
2016-01-10 20:00:00,6,20,-25.06250000000003,-25.0,-20.23333333333333,-18.9,-0.041666666666666664,0.0,0.0
2016-01-10 21:00:00,6,21,-25.245833333333362,-25.0,-20.370833333333334,-18.3,0.0,0.0,0.0
2016-01-10 22:00:00,6,22,-25.40833333333336,-25.0,-20.4625,-18.3,0.0,0.0,0.0
2016-01-10 23:00:00,6,23,-25.570833333333358,-25.6,-20.554166666666664,-18.9,0.0,0.0,0.0
2016-01-11 00:00:00,0,0,-25.73333333333336,-25.6,-20.666666666666664,-19.4,0.0,0.0,0.0
2016-01-11 01:00:00,0,1,-25.825000000000028,-25.0,-20.783333333333335,-20.0,0.0,0.0,0.0
2016-01-11 02:00:00,0,2,-25.870833333333362,-24.4,-20.854166666666664,-20.0,0.0,0.0,0.0
2016-01-11 03:00:00,0,3,-25.850000000000026,-23.9,-20.924999999999997,-20.6,0.0,0.0,0.0
2016-01-11 04:00:00,0,4,-25.804166666666692,-23.9,-20.95,-20.6,0.0,0.0,0.0
2016-01-11 05:00:00,0,5,-25.73333333333336,-23.9,-20.97083333333333,-21.1,0.0,0.0,0.0
2016-01-11 06:00:00,0,6,-25.662500000000023,-24.4,-20.995833333333334,-21.7,0.0,0.0,0.0
2016-01-11 07:00:00,0,7,-25.545833333333352,-23.9,-20.970833333333335,-21.1,0.0,0.0,0.0
2016-01-11 08:00:00,0,8,-25.429166666666685,-23.9,-20.945833333333333,-21.1,0.0,0.0,0.0
2016-01-11 09:00:00,0,9,-25.312500000000014,-23.9,-20.925,-21.7,0.0,0.0,0.0
2016-01-11 10:00:00,0,10,-25.21666666666668,-24.4,-20.879166666666666,-21.7,0.0,0.0,0.0
2016-01-11 11:00:00,0,11,-25.12083333333334,-24.4,-20.879166666666666,-22.8,0.0,0.0,0.0
2016-01-11 12:00:00,0,12,-25.075000000000006,-25.0,-20.854166666666664,-22.2,0.0,0.0,0.0
2016-01-11 13:00:00,0,13,-25.004166666666674,-24.4,-20.80833333333333,-22.2,0.0,0.0,0.0
2016-01-11 14:00:00,0,14,-24.933333333333337,-25.0,-20.762499999999996,-22.2,0.0,0.0,0.0
2016-01-11 15:00:00,0,15,-24.816666666666666,-23.9,-20.71666666666666,-21.7,0.0,0.0,0.0
2016-01-11 16:00:00,0,16,-24.654166666666665,-22.8,-20.649999999999995,-20.6,0.0,0.0,0.0
2016-01-11 17:00:00,0,17,-24.399999999999995,-20.6,-20.512499999999992,-17.8,0.0,0.0,0.0
