building_id,timestamp,meter,meter_reading,site_id,primary_use,square_feet,year_built,floor_count
1166,2016-01-06 03:00:00,0,44.919,13,Office,63771,,
1166,2016-01-06 04:00:00,0,47.695,13,Office,63771,,
1166,2016-01-06 05:00:00,0,48.966,13,Office,63771,,
1166,2016-01-06 06:00:00,0,49.773,13,Office,63771,,
1166,2016-01-06 07:00:00,0,57.508,13,Office,63771,,
1166,2016-01-06 08:00:00,0,63.773,13,Office,63771,,
1166,2016-01-06 09:00:00,0,67.329,13,Office,63771,,
1166,2016-01-06 10:00:00,0,69.956,13,Office,63771,,
1166,2016-01-06 11:00:00,0,73.658,13,Office,63771,,
1166,2016-01-06 12:00:00,0,74.525,13,Office,63771,,
1166,2016-01-06 13:00:00,0,69.668,13,Office,63771,,
1166,2016-01-06 14:00:00,0,70.183,13,Office,63771,,
1166,2016-01-06 15:00:00,0,69.919,13,Office,63771,,
1166,2016-01-06 16:00:00,0,68.69,13,Office,63771,,
1166,2016-01-06 17:00:00,0,68.55,13,Office,63771,,
1166,2016-01-06 18:00:00,0,69.605,13,Office,63771,,
1166,2016-01-06 19:00:00,0,66.456,13,Office,63771,,
1166,2016-01-06 20:00:00,0,58.379,13,Office,63771,,
1166,2016-01-06 21:00:00,0,54.72,13,Office,63771,,
1166,2016-01-06 22:00:00,0,53.276,13,Office,63771,,
1166,2016-01-06 23:00:00,0,51.887,13,Office,63771,,
1166,2016-01-07 00:00:00,0,51.063,13,Office,63771,,
1166,2016-01-07 01:00:00,0,50.754,13,Office,63771,,
1166,2016-01-07 02:00:00,0,50.31399999999999,13,Office,63771,,
1166,2016-01-07 03:00:00,0,50.223,13,Office,63771,,
1166,2016-01-07 04:00:00,0,50.5,13,Office,63771,,
1166,2016-01-07 05:00:00,0,50.18899999999999,13,Office,63771,,
1166,2016-01-07 06:00:00,0,51.398,13,Office,63771,,
1166,2016-01-07 07:00:00,0,57.124,13,Office,63771,,
1166,2016-01-07 08:00:00,0,67.241,13,Office,63771,,
1166,2016-01-07 09:00:00,0,66.528,13,Office,63771,,
1166,2016-01-07 10:00:00,0,70.515,13,Office,63771,,
1166,2016-01-07 11:00:00,0,77.199,13,Office,63771,,
1166,2016-01-07 12:00:00,0,76.491,13,Office,63771,,
1166,2016-01-07 13:00:00,0,76.308,13,Office,63771,,
1166,2016-01-07 14:00:00,0,76.565,13,Office,63771,,
1166,2016-01-07 15:00:00,0,73.889,13,Office,63771,,
1166,2016-01-07 16:00:00,0,65.878,13,Office,63771,,
1166,2016-01-07 17:00:00,0,66.617,13,Office,63771,,
1166,2016-01-07 18:00:00,0,68.288,13,Office,63771,,
1166,2016-01-07 19:00:00,0,66.194,13,Office,63771,,
1166,2016-01-07 20:00:00,0,57.335,13,Office,63771,,
1166,2016-01-07 21:00:00,0,54.464,13,Office,63771,,
1166,2016-01-07 22:00:00,0,51.468,13,Office,63771,,
1166,2016-01-07 23:00:00,0,50.155,13,Office,63771,,
1166,2016-01-08 00:00:00,0,49.028,13,Office,63771,,
1166,2016-01-08 01:00:00,0,48.756,13,Office,63771,,
1166,2016-01-08 02:00:00,0,48.639,13,Office,63771,,
1166,2016-01-08 03:00:00,0,49.327,13,Office,63771,,
1166,2016-01-08 04:00:00,0,48.758,13,Office,63771,,
1166,2016-01-08 05:00:00,0,48.816,13,Office,63771,,
1166,2016-01-08 06:00:00,0,49.122,13,Office,63771,,
1166,2016-01-08 07:00:00,0,55.309,13,Office,63771,,
1166,2016-01-08 08:00:00,0,63.111,13,Office,63771,,
1166,2016-01-08 09:00:00,0,66.832,13,Office,63771,,
1166,2016-01-08 10:00:00,0,69.236,13,Office,63771,,
1166,2016-01-08 11:00:00,0,69.75,13,Office,63771,,
1166,2016-01-08 12:00:00,0,69.44800000000001,13,Office,63771,,
1166,2016-01-08 13:00:00,0,72.017,13,Office,63771,,
1166,2016-01-08 14:00:00,0,70.383,13,Office,63771,,
1166,2016-01-08 15:00:00,0,67.60300000000001,13,Office,63771,,
1166,2016-01-08 16:00:00,0,61.015,13,Office,63771,,
1166,2016-01-08 17:00:00,0,62.589,13,Office,63771,,
1166,2016-01-08 18:00:00,0,65.256,13,Office,63771,,
1166,2016-01-08 19:00:00,0,59.504,13,Office,63771,,
1166,2016-01-08 20:00:00,0,52.399,13,Office,63771,,
1166,2016-01-08 21:00:00,0,53.339,13,Office,63771,,
1166,2016-01-08 22:00:00,0,51.317,13,Office,63771,,
1166,2016-01-08 23:00:00,0,48.417,13,Office,63771,,
1166,2016-01-09 00:00:00,0,48.057,13,Office,63771,,
1166,2016-01-09 01:00:00,0,47.54,13,Office,63771,,
1166,2016-01-09 02:00:00,0,48.232,13,Office,63771,,
1166,2016-01-09 03:00:00,0,48.006,13,Office,63771,,
1166,2016-01-09 04:00:00,0,47.335,13,Office,63771,,
1166,2016-01-09 05:00:00,0,47.349,13,Office,63771,,
1166,2016-01-09 06:00:00,0,47.557,13,Office,63771,,
1166,2016-01-09 07:00:00,0,47.297,13,Office,63771,,
1166,2016-01-09 08:00:00,0,47.555,13,Office,63771,,
1166,2016-01-09 09:00:00,0,41.378,13,Office,63771,,
1166,2016-01-09 10:00:00,0,39.887,13,Office,63771,,
1166,2016-01-09 11:00:00,0,40.29,13,Office,63771,,
1166,2016-01-09 12:00:00,0,40.201,13,Office,63771,,
1166,2016-01-09 13:00:00,0,39.855,13,Office,63771,,
1166,2016-01-09 14:00:00,0,40.119,13,Office,63771,,
1166,2016-01-09 15:00:00,0,39.827,13,Office,63771,,
1166,2016-01-09 16:00:00,0,39.956,13,Office,63771,,
1166,2016-01-09 17:00:00,0,42.768,13,Office,63771,,
1166,2016-01-09 18:00:00,0,47.64100000000001,13,Office,63771,,
1166,2016-01-09 19:00:00,0,48.521,13,Office,63771,,
1166,2016-01-09 20:00:00,0,47.328,13,Office,63771,,
1166,2016-01-09 21:00:00,0,47.66,13,Office,63771,,
1166,2016-01-09 22:00:00,0,48.375,13,Office,63771,,
1166,2016-01-09 23:00:00,0,48.904,13,Office,63771,,
1166,2016-01-10 00:00:00,0,48.13,13,Office,63771,,
1166,2016-01-10 01:00:00,0,48.908,13,Office,63771,,
1166,2016-01-10 02:00:00,0,47.49,13,Office,63771,,
1166,2016-01-10 03:00:00,0,48.11600000000001,13,Office,63771,,
1166,2016-01-10 04:00:00,0,48.298,13,Office,63771,,
1166,2016-01-10 05:00:00,0,49.049,13,Office,63771,,
1166,2016-01-10 06:00:00,0,47.183,13,Office,63771,,
1166,2016-01-10 07:00:00,0,48.723,13,Office,63771,,
1166,2016-01-10 08:00:00,0,48.111,13,Office,63771,,
1166,2016-01-10 09:00:00,0,41.56,13,Office,63771,,
1166,2016-01-10 10:00:00,0,41.231,13,Office,63771,,
1166,2016-01-10 11:00:00,0,43.017,13,Office,63771,,
1166,2016-01-10 12:00:00,0,43.447,13,Office,63771,,
1166,2016-01-10 13:00:00,0,46.678,13,Office,63771,,
1166,2016-01-10 14:00:00,0,46.226000000000006,13,Office,63771,,
1166,2016-01-10 15:00:00,0,46.085,13,Office,63771,,
1166,2016-01-10 16:00:00,0,45.019,13,Office,63771,,
1166,2016-01-10 17:00:00,0,43.481,13,Office,63771,,
1166,2016-01-10 18:00:00,0,48.035,13,Office,63771,,
1166,2016-01-10 19:00:00,0,49.119,13,Office,63771,,
1166,2016-01-10 20:00:00,0,48.595,13,Office,63771,,
1166,2016-01-10 21:00:00,0,47.68,13,Office,63771,,
1166,2016-01-10 22:00:00,0,49.743,13,Office,63771,,
1166,2016-01-10 23:00:00,0,49.637,13,Office,63771,,
1166,2016-01-11 00:00:00,0,49.271,13,Office,63771,,
1166,2016-01-11 01:00:00,0,49.984,13,Office,63771,,
1166,2016-01-11 02:00:00,0,49.771,13,Office,63771,,
1166,2016-01-11 03:00:00,0,50.636,13,Office,63771,,
1166,2016-01-11 04:00:00,0,46.841,13,Office,63771,,
1166,2016-01-11 05:00:00,0,48.52,13,Office,63771,,
1166,2016-01-11 06:00:00,0,50.129,13,Office,63771,,
1166,2016-01-11 07:00:00,0,53.542,13,Office,63771,,
1166,2016-01-11 08:00:00,0,64.92699999999999,13,Office,63771,,
1166,2016-01-11 09:00:00,0,63.433,13,Office,63771,,
1166,2016-01-11 10:00:00,0,68.958,13,Office,63771,,
1166,2016-01-11 11:00:00,0,75.793,13,Office,63771,,
1166,2016-01-11 12:00:00,0,74.545,13,Office,63771,,
1166,2016-01-11 13:00:00,0,74.422,13,Office,63771,,
1166,2016-01-11 14:00:00,0,71.82600000000002,13,Office,63771,,
1166,2016-01-11 15:00:00,0,70.024,13,Office,63771,,
1166,2016-01-11 16:00:00,0,68.69,13,Office,63771,,
1166,2016-01-11 17:00:00,0,64.766,13,Office,63771,,
1166,2016-01-11 18:00:00,0,64.407,13,Office,63771,,
1166,2016-01-11 19:00:00,0,64.79899999999999,13,Office,63771,,
1166,2016-01-11 20:00:00,0,58.657,13,Office,63771,,
1166,2016-01-11 21:00:00,0,51.977,13,Office,63771,,
1166,2016-01-11 22:00:00,0,47.672,13,Office,63771,,
1166,2016-01-11 23:00:00,0,47.229,13,Office,63771,,
1166,2016-01-12 00:00:00,0,47.25899999999999,13,Office,63771,,
1166,2016-01-12 01:00:00,0,46.984,13,Office,63771,,
1166,2016-01-12 02:00:00,0,47.261,13,Office,63771,,
1166,2016-01-12 03:00:00,0,47.25,13,Office,63771,,
1166,2016-01-12 04:00:00,0,48.359,13,Office,63771,,
1166,2016-01-12 05:00:00,0,47.609,13,Office,63771,,
1166,2016-01-12 06:00:00,0,49.112,13,Office,63771,,
1166,2016-01-12 07:00:00,0,53.37600000000001,13,Office,63771,,
1166,2016-01-12 08:00:00,0,65.202,13,Office,63771,,
1166,2016-01-12 09:00:00,0,65.171,13,Office,63771,,
1166,2016-01-12 10:00:00,0,69.31,13,Office,63771,,
1166,2016-01-12 11:00:00,0,75.9,13,Office,63771,,
1166,2016-01-12 12:00:00,0,74.844,13,Office,63771,,
1166,2016-01-12 13:00:00,0,75.59899999999998,13,Office,63771,,
1166,2016-01-12 14:00:00,0,73.237,13,Office,63771,,
1166,2016-01-12 15:00:00,0,71.569,13,Office,63771,,
1166,2016-01-12 16:00:00,0,65.67699999999999,13,Office,63771,,
1166,2016-01-12 17:00:00,0,64.47800000000001,13,Office,63771,,
1166,2016-01-12 18:00:00,0,63.951,13,Office,63771,,
1166,2016-01-12 19:00:00,0,57.339,13,Office,63771,,
1166,2016-01-12 20:00:00,0,50.042,13,Office,63771,,
1166,2016-01-12 21:00:00,0,50.353,13,Office,63771,,
1166,2016-01-12 22:00:00,0,49.569,13,Office,63771,,
1166,2016-01-12 23:00:00,0,47.8,13,Office,63771,,
1166,2016-01-13 00:00:00,0,46.374,13,Office,63771,,
1166,2016-01-13 01:00:00,0,46.901,13,Office,63771,,
1166,2016-01-13 02:00:00,0,47.378,13,Office,63771,,
1166,2016-01-13 03:00:00,0,48.139,13,Office,63771,,
1166,2016-01-13 04:00:00,0,46.637,13,Office,63771,,
1166,2016-01-13 05:00:00,0,48.787,13,Office,63771,,
1166,2016-01-13 06:00:00,0,47.879,13,Office,63771,,
1166,2016-01-13 07:00:00,0,55.387,13,Office,63771,,
1166,2016-01-13 08:00:00,0,62.125,13,Office,63771,,
1166,2016-01-13 09:00:00,0,66.157,13,Office,63771,,
1166,2016-01-13 10:00:00,0,69.102,13,Office,63771,,
1166,2016-01-13 11:00:00,0,72.968,13,Office,63771,,
1166,2016-01-13 12:00:00,0,69.935,13,Office,63771,,
1166,2016-01-13 13:00:00,0,70.138,13,Office,63771,,
1166,2016-01-13 14:00:00,0,71.687,13,Office,63771,,
1166,2016-01-13 15:00:00,0,72.012,13,Office,63771,,
1166,2016-01-13 16:00:00,0,71.182,13,Office,63771,,
1166,2016-01-13 17:00:00,0,72.861,13,Office,63771,,
1166,2016-01-13 18:00:00,0,71.475,13,Office,63771,,
1166,2016-01-13 19:00:00,0,65.418,13,Office,63771,,
1166,2016-01-13 20:00:00,0,58.142,13,Office,63771,,
1166,2016-01-13 21:00:00,0,53.464,13,Office,63771,,
1166,2016-01-13 22:00:00,0,51.677,13,Office,63771,,
1166,2016-01-13 23:00:00,0,49.057,13,Office,63771,,
1166,2016-01-14 00:00:00,0,48.478,13,Office,63771,,
1166,2016-01-14 01:00:00,0,48.24100000000001,13,Office,63771,,
1166,2016-01-14 02:00:00,0,48.228,13,Office,63771,,
1166,2016-01-14 03:00:00,0,48.544,13,Office,63771,,
1166,2016-01-14 04:00:00,0,48.137,13,Office,63771,,
1166,2016-01-14 05:00:00,0,48.362,13,Office,63771,,
1166,2016-01-14 06:00:00,0,48.742,13,Office,63771,,
1166,2016-01-14 07:00:00,0,53.849,13,Office,63771,,
1166,2016-01-14 08:00:00,0,64.321,13,Office,63771,,
1166,2016-01-14 09:00:00,0,64.235,13,Office,63771,,
1166,2016-01-14 10:00:00,0,69.945,13,Office,63771,,
1166,2016-01-14 11:00:00,0,77.32,13,Office,63771,,
1166,2016-01-14 12:00:00,0,78.889,13,Office,63771,,
1166,2016-01-14 13:00:00,0,78.602,13,Office,63771,,
1166,2016-01-14 14:00:00,0,77.722,13,Office,63771,,
1166,2016-01-14 15:00:00,0,76.133,13,Office,63771,,
1166,2016-01-14 16:00:00,0,70.709,13,Office,63771,,
1166,2016-01-14 17:00:00,0,69.753,13,Office,63771,,
1166,2016-01-14 18:00:00,0,69.119,13,Office,63771,,
1166,2016-01-14 19:00:00,0,60.773,13,Office,63771,,
1166,2016-01-14 20:00:00,0,53.08600000000001,13,Office,63771,,
1166,2016-01-14 21:00:00,0,50.692,13,Office,63771,,
1166,2016-01-14 22:00:00,0,49.325,13,Office,63771,,
1166,2016-01-14 23:00:00,0,49.66,13,Office,63771,,
1166,2016-01-15 00:00:00,0,48.334,13,Office,63771,,
1166,2016-01-15 01:00:00,0,48.457,13,Office,63771,,
1166,2016-01-15 02:00:00,0,48.323,13,Office,63771,,
1166,2016-01-15 03:00:00,0,48.894,13,Office,63771,,
1166,2016-01-15 04:00:00,0,48.305,13,Office,63771,,
1166,2016-01-15 05:00:00,0,48.31800000000001,13,Office,63771,,
1166,2016-01-15 06:00:00,0,49.372,13,Office,63771,,
1166,2016-01-15 07:00:00,0,55.33600000000001,13,Office,63771,,
1166,2016-01-15 08:00:00,0,64.67,13,Office,63771,,
1166,2016-01-15 09:00:00,0,66.334,13,Office,63771,,
1166,2016-01-15 10:00:00,0,69.03,13,Office,63771,,
1166,2016-01-15 11:00:00,0,69.292,13,Office,63771,,
1166,2016-01-15 12:00:00,0,69.822,13,Office,63771,,
1166,2016-01-15 13:00:00,0,73.236,13,Office,63771,,
1166,2016-01-15 14:00:00,0,71.94,13,Office,63771,,
1166,2016-01-15 15:00:00,0,70.718,13,Office,63771,,
1166,2016-01-15 16:00:00,0,65.859,13,Office,63771,,
1166,2016-01-15 17:00:00,0,63.438,13,Office,63771,,
1166,2016-01-15 18:00:00,0,65.426,13,Office,63771,,
1166,2016-01-15 19:00:00,0,59.932,13,Office,63771,,
1166,2016-01-15 20:00:00,0,52.458,13,Office,63771,,
1166,2016-01-15 21:00:00,0,52.879,13,Office,63771,,
1166,2016-01-15 22:00:00,0,51.411,13,Office,63771,,
1166,2016-01-15 23:00:00,0,48.675,13,Office,63771,,
1166,2016-01-16 00:00:00,0,47.523,13,Office,63771,,
1166,2016-01-16 01:00:00,0,47.681,13,Office,63771,,
1166,2016-01-16 02:00:00,0,47.547,13,Office,63771,,
1166,2016-01-16 03:00:00,0,48.024,13,Office,63771,,
1166,2016-01-16 04:00:00,0,47.65600000000001,13,Office,63771,,
1166,2016-01-16 05:00:00,0,47.459,13,Office,63771,,
1166,2016-01-16 06:00:00,0,47.327,13,Office,63771,,
1166,2016-01-16 07:00:00,0,47.762,13,Office,63771,,
1166,2016-01-16 08:00:00,0,47.975,13,Office,63771,,
1166,2016-01-16 09:00:00,0,42.557,13,Office,63771,,
1166,2016-01-16 10:00:00,0,40.041,13,Office,63771,,
1166,2016-01-16 11:00:00,0,41.143,13,Office,63771,,
1166,2016-01-16 12:00:00,0,43.106,13,Office,63771,,
1166,2016-01-16 13:00:00,0,41.09,13,Office,63771,,
1166,2016-01-16 14:00:00,0,42.089,13,Office,63771,,
1166,2016-01-16 15:00:00,0,40.219,13,Office,63771,,
1166,2016-01-16 16:00:00,0,40.098,13,Office,63771,,
1166,2016-01-16 17:00:00,0,43.222,13,Office,63771,,
1166,2016-01-16 18:00:00,0,47.008,13,Office,63771,,
1166,2016-01-16 19:00:00,0,47.808,13,Office,63771,,
1166,2016-01-16 20:00:00,0,49.231,13,Office,63771,,
1166,2016-01-16 21:00:00,0,48.15,13,Office,63771,,
1166,2016-01-16 22:00:00,0,48.425,13,Office,63771,,
1166,2016-01-16 23:00:00,0,48.198,13,Office,63771,,
1166,2016-01-17 00:00:00,0,48.164,13,Office,63771,,
1166,2016-01-17 01:00:00,0,48.333,13,Office,63771,,
1166,2016-01-17 02:00:00,0,49.06800000000001,13,Office,63771,,
1166,2016-01-17 03:00:00,0,46.163,13,Office,63771,,
1166,2016-01-17 04:00:00,0,48.828,13,Office,63771,,
1166,2016-01-17 05:00:00,0,47.78100000000001,13,Office,63771,,
1166,2016-01-17 06:00:00,0,47.072,13,Office,63771,,
1166,2016-01-17 07:00:00,0,48.143,13,Office,63771,,
1166,2016-01-17 08:00:00,0,49.856,13,Office,63771,,
1166,2016-01-17 09:00:00,0,41.926,13,Office,63771,,
1166,2016-01-17 10:00:00,0,42.429,13,Office,63771,,
1166,2016-01-17 11:00:00,0,43.852,13,Office,63771,,
1166,2016-01-17 12:00:00,0,45.085,13,Office,63771,,
1166,2016-01-17 13:00:00,0,48.372,13,Office,63771,,
1166,2016-01-17 14:00:00,0,45.37,13,Office,63771,,
1166,2016-01-17 15:00:00,0,45.592,13,Office,63771,,
1166,2016-01-17 16:00:00,0,41.931,13,Office,63771,,
1166,2016-01-17 17:00:00,0,41.838,13,Office,63771,,
1166,2016-01-17 18:00:00,0,47.324,13,Office,63771,,
1166,2016-01-17 19:00:00,0,48.148,13,Office,63771,,
1166,2016-01-17 20:00:00,0,48.164,13,Office,63771,,
1166,2016-01-17 21:00:00,0,49.456,13,Office,63771,,
1166,2016-01-17 22:00:00,0,48.048,13,Office,63771,,
1166,2016-01-17 23:00:00,0,49.401,13,Office,63771,,
1166,2016-01-18 00:00:00,0,48.795,13,Office,63771,,
1166,2016-01-18 01:00:00,0,48.582,13,Office,63771,,
1166,2016-01-18 02:00:00,0,48.769,13,Office,63771,,
1166,2016-01-18 03:00:00,0,49.06100000000001,13,Office,63771,,
1166,2016-01-18 04:00:00,0,47.395,13,Office,63771,,
1166,2016-01-18 05:00:00,0,47.716,13,Office,63771,,
1166,2016-01-18 06:00:00,0,48.468,13,Office,63771,,
1166,2016-01-18 07:00:00,0,48.153,13,Office,63771,,
1166,2016-01-18 08:00:00,0,50.07899999999999,13,Office,63771,,
1166,2016-01-18 09:00:00,0,46.898,13,Office,63771,,
1166,2016-01-18 10:00:00,0,47.99100000000001,13,Office,63771,,
1166,2016-01-18 11:00:00,0,52.083,13,Office,63771,,
1166,2016-01-18 12:00:00,0,53.931,13,Office,63771,,
1166,2016-01-18 13:00:00,0,54.008,13,Office,63771,,
1166,2016-01-18 14:00:00,0,53.222,13,Office,63771,,
1166,2016-01-18 15:00:00,0,49.789,13,Office,63771,,
1166,2016-01-18 16:00:00,0,49.243,13,Office,63771,,
1166,2016-01-18 17:00:00,0,46.165,13,Office,63771,,
1166,2016-01-18 18:00:00,0,50.095,13,Office,63771,,
1166,2016-01-18 19:00:00,0,55.011,13,Office,63771,,
1166,2016-01-18 20:00:00,0,55.4,13,Office,63771,,
